******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
007, 10.0675, 4.3088, 95.6842
008, 10.4317, 4.4561, 95.5338
009, 9.6458, 4.0747, 95.9253
010, 9.8841, 4.1292, 95.8769
011, 9.8225, 4.2856, 95.7275
012, 9.2172, 3.8819, 96.1201
013, 8.8129, 3.8153, 96.1786
014, 8.5168, 3.6569, 96.3320
015, 8.2116, 3.5913, 96.4097
016, 7.7642, 3.2805, 96.7185
017, 7.8359, 3.4147, 96.5893
018, 8.4421, 3.5540, 96.4440
019, 8.1091, 3.4642, 96.5388
020, 7.1167, 3.1029, 96.9051
021, 7.2426, 3.0555, 96.9374
022, 7.0739, 2.9808, 97.0182
023, 6.7485, 2.9929, 97.0141
024, 7.6079, 3.1958, 96.7972
025, 7.2051, 3.0656, 96.9344
026, 7.2991, 2.9324, 97.0656
027, 6.4157, 2.6831, 97.3169
028, 6.8842, 2.8951, 97.0999
029, 6.0504, 2.5621, 97.4390
030, 6.3132, 2.6559, 97.3269
031, 5.7542, 2.4652, 97.5368
032, 5.1736, 2.0848, 97.9152
033, 4.9939, 2.0838, 97.9142
034, 4.8140, 2.0404, 97.9647
035, 4.8897, 1.9889, 97.9929
036, 4.3263, 1.8012, 98.1897
037, 4.7299, 2.0131, 97.9919
038, 4.4167, 1.8416, 98.1584
039, 4.6096, 1.8981, 98.0999
040, 4.3246, 1.8295, 98.1746
041, 4.0598, 1.6559, 98.3401
042, 4.6016, 1.8547, 98.1514
043, 4.3880, 1.8315, 98.1756
044, 4.4841, 1.8052, 98.1867
045, 4.3439, 1.8365, 98.1675
046, 4.0518, 1.7275, 98.2735
047, 4.1435, 1.6963, 98.2957
048, 4.0855, 1.7043, 98.2936
049, 3.9251, 1.6125, 98.3855
050, 4.0314, 1.6852, 98.3259
051, 3.8151, 1.5338, 98.4682
052, 3.9382, 1.6640, 98.3380
053, 4.1626, 1.6781, 98.3118
054, 4.0148, 1.6458, 98.3502
055, 3.8418, 1.5631, 98.4349
056, 4.0165, 1.6488, 98.3512
057, 4.3640, 1.8537, 98.1544
058, 3.7732, 1.5742, 98.4137
059, 3.8403, 1.5429, 98.4632
060, 4.0570, 1.6024, 98.4006
061, 4.0316, 1.6771, 98.3088
062, 3.8498, 1.5974, 98.3915
063, 4.1031, 1.7427, 98.2563
064, 4.1859, 1.6761, 98.3179
065, 3.9802, 1.6287, 98.3744
test_total_loss, test_argmax_MAE, test_accuracy:
3.5516, 1.8182, 98.1818
******************************************************************
train and test on ID: 71
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.2899, 8.8473, 89.9889
002, 15.5558, 6.5349, 93.4570
003, 13.4992, 5.8655, 94.1234
004, 11.9914, 5.1598, 94.8514
005, 12.6952, 5.4135, 94.5895
006, 11.0399, 4.6653, 95.3316
007, 11.2544, 4.9252, 95.0809
008, 9.4780, 4.0000, 95.9879
009, 9.8174, 4.2194, 95.7644
010, 9.1234, 3.9424, 96.0445
011, 8.9035, 3.7624, 96.2346
012, 8.9281, 3.8049, 96.1972
013, 8.2334, 3.5086, 96.4863
014, 8.8969, 3.7796, 96.2032
015, 8.0805, 3.4328, 96.5632
016, 7.4315, 3.1385, 96.8524
017, 7.6837, 3.2012, 96.7836
018, 8.3534, 3.5824, 96.4186
019, 7.1521, 3.0303, 96.9717
020, 7.4432, 3.1769, 96.8220
021, 7.2685, 3.1062, 96.8969
022, 7.6062, 3.2872, 96.7078
023, 6.6535, 2.8696, 97.1365
024, 6.6382, 2.8716, 97.1223
025, 7.2828, 3.1871, 96.8049
026, 6.5950, 2.7897, 97.1992
027, 6.5672, 2.7937, 97.2184
028, 7.5953, 3.2528, 96.7361
029, 6.6246, 2.9302, 97.0708
030, 6.4816, 2.7128, 97.2872
031, 5.6211, 2.2892, 97.7199
032, 5.2385, 2.1294, 97.8635
033, 5.1069, 2.0728, 97.9272
034, 5.0172, 2.0202, 97.9848
035, 5.0594, 2.1062, 97.9130
036, 5.0956, 2.1426, 97.8504
037, 5.2143, 2.1759, 97.8220
038, 4.7341, 1.8837, 98.1112
039, 4.5619, 1.9242, 98.0698
040, 4.4929, 1.8726, 98.1203
041, 4.5444, 1.8402, 98.1608
042, 4.2244, 1.6400, 98.3519
043, 4.1439, 1.7240, 98.2639
044, 4.4527, 1.8514, 98.1335
045, 4.1876, 1.7523, 98.2427
046, 4.3997, 1.8392, 98.1638
047, 4.0353, 1.6744, 98.3246
048, 4.1155, 1.7361, 98.2599
049, 3.9318, 1.6593, 98.3337
050, 4.3845, 1.8322, 98.1749
051, 4.1707, 1.7664, 98.2346
052, 4.1853, 1.6946, 98.3023
053, 3.9497, 1.6431, 98.3488
054, 3.6493, 1.4570, 98.5430
055, 3.9600, 1.6239, 98.3711
056, 4.3326, 1.7351, 98.2558
057, 4.0867, 1.6502, 98.3468
058, 3.9482, 1.5915, 98.4065
059, 3.9657, 1.5925, 98.4065
060, 4.0928, 1.6694, 98.3337
061, 3.7573, 1.5490, 98.4479
062, 4.1705, 1.7624, 98.2265
063, 3.8119, 1.5511, 98.4510
064, 4.3846, 1.8261, 98.1719
065, 3.9330, 1.6127, 98.3873
test_total_loss, test_argmax_MAE, test_accuracy:
9.9926, 3.9231, 96.0769
******************************************************************
train and test on ID: 72
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.4955, 9.6872, 89.6073
002, 15.1746, 6.5698, 93.4099
003, 13.4652, 5.6903, 94.3087
004, 11.8062, 5.0810, 94.9170
005, 11.7818, 5.0951, 94.8968
006, 11.0758, 4.6872, 95.3198
007, 10.4246, 4.5466, 95.4514
008, 9.8491, 4.1103, 95.8937
009, 9.6622, 4.1387, 95.8553
010, 9.5615, 3.9787, 96.0121
011, 8.9564, 3.8381, 96.1630
012, 8.6526, 3.7510, 96.2530
013, 8.5156, 3.6123, 96.3796
014, 8.5679, 3.6822, 96.3198
015, 8.5823, 3.7399, 96.2551
016, 7.7230, 3.2277, 96.7682
017, 7.7382, 3.2065, 96.7814
018, 6.8880, 2.9484, 97.0466
019, 7.1578, 2.9828, 97.0192
020, 7.5214, 3.1609, 96.8310
021, 7.3718, 3.1285, 96.8522
022, 6.9513, 2.9727, 97.0142
023, 6.4232, 2.6488, 97.3573
024, 6.7746, 2.9383, 97.0567
025, 6.1055, 2.6538, 97.3462
026, 6.5555, 2.7227, 97.2723
027, 6.4864, 2.7227, 97.2773
028, 6.4689, 2.7217, 97.2652
029, 6.5116, 2.7895, 97.2166
030, 6.1490, 2.5810, 97.4150
031, 5.6731, 2.3401, 97.6680
032, 5.2249, 2.2085, 97.7895
033, 4.8334, 1.9858, 98.0051
034, 4.8688, 2.0557, 97.9494
035, 4.5047, 1.8806, 98.1083
036, 4.5984, 1.9251, 98.0779
037, 4.3449, 1.7955, 98.2055
038, 4.5077, 1.8573, 98.1407
039, 4.5695, 1.9150, 98.0911
040, 4.3412, 1.7763, 98.2126
041, 4.1242, 1.7004, 98.2976
042, 4.0075, 1.6326, 98.3745
043, 4.1070, 1.7115, 98.2824
044, 4.0736, 1.7368, 98.2662
045, 3.9220, 1.6468, 98.3512
046, 4.1420, 1.7399, 98.2561
047, 3.9670, 1.6589, 98.3462
048, 3.7800, 1.4970, 98.4879
049, 3.6378, 1.5172, 98.4879
050, 3.8739, 1.5789, 98.4140
051, 3.7794, 1.5658, 98.4453
052, 4.0013, 1.6751, 98.3249
053, 3.8824, 1.5830, 98.4190
054, 3.7391, 1.5354, 98.4626
055, 3.9238, 1.6022, 98.3957
056, 3.7567, 1.5445, 98.4595
057, 3.5808, 1.5030, 98.4868
058, 3.7321, 1.4838, 98.5182
059, 3.8057, 1.5749, 98.4140
060, 3.9887, 1.7095, 98.2955
061, 3.6647, 1.4919, 98.5061
062, 3.6701, 1.5000, 98.4980
063, 3.9404, 1.5972, 98.3988
064, 3.9410, 1.6336, 98.3644
065, 4.0130, 1.6731, 98.3219
test_total_loss, test_argmax_MAE, test_accuracy:
16.5701, 5.6429, 94.3571
******************************************************************
train and test on ID: 73
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.3377, 8.9402, 89.9787
002, 16.1435, 6.9523, 93.0416
003, 14.2402, 6.2566, 93.7292
004, 12.6874, 5.3661, 94.6278
005, 11.9094, 5.0436, 94.9523
006, 11.7042, 5.0071, 94.9939
007, 10.5740, 4.6349, 95.3479
008, 10.8841, 4.6866, 95.3093
009, 10.2756, 4.4493, 95.5568
010, 9.4495, 4.1268, 95.8722
011, 9.0335, 3.8499, 96.1511
012, 9.0421, 3.8753, 96.1126
013, 8.9531, 3.8215, 96.1673
014, 8.6794, 3.7120, 96.2769
015, 8.3204, 3.5213, 96.4655
016, 8.0846, 3.4503, 96.5558
017, 8.1847, 3.4148, 96.5740
018, 7.5293, 3.1704, 96.8266
019, 7.4573, 3.1734, 96.8174
020, 7.7486, 3.2292, 96.7535
021, 7.4715, 3.1846, 96.8225
022, 6.5599, 2.8063, 97.1856
023, 6.9679, 2.9868, 97.0416
024, 7.7078, 3.2465, 96.7525
025, 7.4005, 2.9665, 97.0203
026, 6.8484, 2.9239, 97.0730
027, 6.9134, 2.9533, 97.0456
028, 6.2450, 2.6247, 97.3722
029, 5.7104, 2.4462, 97.5538
030, 6.2991, 2.6886, 97.3286
031, 5.7351, 2.4168, 97.5730
032, 4.9014, 2.0588, 97.9432
033, 5.5138, 2.3661, 97.6318
034, 4.6938, 1.9067, 98.0832
035, 4.8905, 2.0852, 97.9179
036, 4.6834, 1.9615, 98.0314
037, 4.6529, 1.9300, 98.0852
038, 4.8923, 1.9949, 98.0051
039, 4.4960, 1.8225, 98.1795
040, 4.2239, 1.8002, 98.2039
041, 4.3739, 1.8428, 98.1602
042, 3.9901, 1.6552, 98.3479
043, 4.6424, 1.9016, 98.1014
044, 4.0864, 1.6907, 98.3043
045, 4.0751, 1.6673, 98.3327
046, 4.3570, 1.8043, 98.1988
047, 3.9505, 1.5892, 98.4067
048, 4.0951, 1.6917, 98.3124
049, 4.6035, 1.9199, 98.0761
050, 4.3583, 1.7860, 98.2089
051, 4.0937, 1.7059, 98.2941
052, 4.0705, 1.6755, 98.3286
053, 3.9122, 1.5953, 98.4037
054, 4.2092, 1.6785, 98.3225
055, 3.9160, 1.5416, 98.4513
056, 3.7289, 1.5345, 98.4523
057, 3.9808, 1.6197, 98.3793
058, 4.0873, 1.6734, 98.3245
059, 3.9836, 1.5507, 98.4422
060, 3.8740, 1.5933, 98.4097
061, 3.9322, 1.5892, 98.4199
062, 4.0504, 1.6897, 98.2951
063, 4.0745, 1.6775, 98.3327
064, 3.9291, 1.5740, 98.4199
065, 4.1276, 1.7231, 98.2819
test_total_loss, test_argmax_MAE, test_accuracy:
3.9245, 1.5625, 98.4375
******************************************************************
train and test on ID: 74
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.4319, 8.9807, 89.9310
002, 15.4400, 6.6055, 93.3611
003, 13.4300, 5.7911, 94.1937
004, 12.0470, 5.2302, 94.7586
005, 11.8011, 5.1217, 94.8621
006, 11.1194, 4.7424, 95.2546
007, 9.4512, 4.0639, 95.9310
008, 10.4215, 4.4929, 95.5061
009, 9.7828, 4.2840, 95.7008
010, 9.6680, 4.1156, 95.8793
011, 9.1431, 3.9300, 96.0568
012, 8.6662, 3.7637, 96.2343
013, 8.5952, 3.6917, 96.2901
014, 8.6286, 3.7069, 96.2819
015, 8.5512, 3.6775, 96.3164
016, 8.0524, 3.4817, 96.5101
017, 7.7699, 3.3398, 96.6613
018, 7.4260, 3.0842, 96.9118
019, 7.4375, 3.1258, 96.8661
020, 8.5472, 3.5669, 96.4473
021, 7.5135, 3.2028, 96.7901
022, 6.9297, 2.9655, 97.0254
023, 6.9634, 2.8864, 97.1085
024, 6.5828, 2.7089, 97.2850
025, 7.2338, 3.0132, 96.9736
026, 6.5852, 2.8053, 97.1714
027, 5.9862, 2.5030, 97.5101
028, 5.9460, 2.5162, 97.4757
029, 5.6891, 2.3945, 97.6075
030, 6.1290, 2.5680, 97.4310
031, 5.2933, 2.1998, 97.7982
032, 4.9229, 2.1187, 97.8753
033, 4.7794, 2.0426, 97.9726
034, 4.9919, 2.0994, 97.9037
035, 4.6497, 1.9645, 98.0385
036, 4.5464, 1.9442, 98.0629
037, 4.3492, 1.8032, 98.1937
038, 4.5073, 1.8834, 98.1156
039, 4.4267, 1.8682, 98.1308
040, 4.1256, 1.6673, 98.3337
041, 4.3734, 1.7830, 98.2221
042, 3.9014, 1.6237, 98.3966
043, 4.2009, 1.7181, 98.2850
044, 4.0510, 1.6430, 98.3560
045, 4.0418, 1.6582, 98.3408
046, 3.9845, 1.6430, 98.3621
047, 3.9377, 1.6247, 98.3793
048, 3.9070, 1.6105, 98.3803
049, 3.7119, 1.5294, 98.4675
050, 3.8946, 1.6014, 98.4006
051, 4.1258, 1.6400, 98.3600
052, 4.1499, 1.7130, 98.2819
053, 3.7891, 1.6004, 98.3945
054, 3.7986, 1.5578, 98.4523
055, 4.1024, 1.6562, 98.3499
056, 4.0148, 1.6876, 98.3266
057, 3.9590, 1.6420, 98.3580
058, 3.7356, 1.4645, 98.5304
059, 3.8665, 1.5720, 98.4189
060, 3.6373, 1.4848, 98.5041
061, 3.6857, 1.4665, 98.5335
062, 3.7739, 1.5122, 98.4848
063, 3.4906, 1.3712, 98.6227
064, 3.9076, 1.5984, 98.3966
065, 3.9064, 1.6643, 98.3398
test_total_loss, test_argmax_MAE, test_accuracy:
3.3982, 1.5000, 98.5000
******************************************************************
train and test on ID: 75
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.5770, 9.1381, 90.1280
002, 15.8300, 6.7177, 93.2792
003, 13.9905, 5.9657, 94.0353
004, 12.5801, 5.4808, 94.5202
005, 11.2855, 4.7933, 95.2107
006, 11.2406, 4.7732, 95.2147
007, 10.0282, 4.2833, 95.7097
008, 10.2033, 4.3266, 95.6603
009, 10.3874, 4.4950, 95.4889
010, 9.4428, 4.0917, 95.9052
011, 9.3584, 4.0252, 95.9677
012, 8.4031, 3.6522, 96.3417
013, 8.7476, 3.7833, 96.2167
014, 8.1773, 3.4556, 96.5464
015, 8.9707, 3.8417, 96.1562
016, 7.9544, 3.3831, 96.6220
017, 8.2457, 3.4526, 96.5343
018, 7.9113, 3.4022, 96.6079
019, 7.6967, 3.2349, 96.7591
020, 7.5902, 3.1522, 96.8438
021, 6.6114, 2.7833, 97.2167
022, 6.9174, 2.9365, 97.0625
023, 6.6489, 2.7550, 97.2349
024, 6.8105, 2.8891, 97.1169
025, 7.1546, 3.0665, 96.9526
026, 6.4994, 2.7248, 97.2712
027, 6.5517, 2.7188, 97.2893
028, 6.0866, 2.5595, 97.4345
029, 5.7305, 2.4143, 97.5827
030, 6.6752, 2.7107, 97.2651
031, 5.3987, 2.2591, 97.7369
032, 5.3354, 2.1804, 97.8226
033, 4.9139, 2.0020, 97.9849
034, 5.0457, 2.1421, 97.8558
035, 4.7489, 1.9819, 98.0232
036, 4.4351, 1.8296, 98.1683
037, 4.8164, 2.0040, 97.9839
038, 4.6852, 1.9264, 98.0605
039, 4.7847, 1.9042, 98.0887
040, 4.0226, 1.6381, 98.3639
041, 4.6195, 1.9274, 98.0706
042, 4.2210, 1.6905, 98.2893
043, 4.1193, 1.6774, 98.3236
044, 4.2322, 1.7621, 98.2359
045, 4.1587, 1.6593, 98.3417
046, 4.3523, 1.7631, 98.2339
047, 3.9406, 1.6280, 98.3639
048, 4.0073, 1.6159, 98.3881
049, 3.9977, 1.6815, 98.3226
050, 3.8453, 1.5948, 98.4022
051, 4.0568, 1.7409, 98.2671
052, 4.0862, 1.6562, 98.3317
053, 4.1176, 1.7188, 98.2681
054, 3.7688, 1.5887, 98.4133
055, 4.2013, 1.7641, 98.2369
056, 4.1073, 1.7016, 98.2994
057, 3.9111, 1.6240, 98.3760
058, 3.7333, 1.5030, 98.4940
059, 3.8740, 1.5938, 98.3921
060, 4.1187, 1.7540, 98.2581
061, 3.7987, 1.5565, 98.4536
062, 4.1062, 1.7369, 98.2651
063, 3.9303, 1.6018, 98.3972
064, 3.9574, 1.6210, 98.3911
065, 3.7895, 1.5232, 98.4748
test_total_loss, test_argmax_MAE, test_accuracy:
1.7785, 0.7000, 99.3000
******************************************************************
train and test on ID: 76
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.8170, 9.7165, 89.6026
002, 15.1103, 6.5203, 93.4665
003, 13.8246, 6.0813, 93.8933
004, 12.3815, 5.2622, 94.7378
005, 13.2993, 5.5884, 94.4157
006, 11.1169, 4.7378, 95.2551
007, 10.4519, 4.5203, 95.4766
008, 10.2962, 4.3984, 95.5813
009, 9.9970, 4.3354, 95.6789
010, 8.9930, 3.9197, 96.0732
011, 8.8506, 3.7510, 96.2439
012, 9.4674, 4.0661, 95.9350
013, 8.3508, 3.5437, 96.4339
014, 8.3905, 3.5224, 96.4461
015, 7.7662, 3.2856, 96.7104
016, 8.0594, 3.3974, 96.5945
017, 8.2512, 3.5366, 96.4665
018, 7.1989, 2.9726, 97.0305
019, 7.6215, 3.1789, 96.8028
020, 7.8500, 3.3882, 96.6199
021, 7.3222, 2.9959, 97.0081
022, 7.8870, 3.3374, 96.6636
023, 7.1541, 3.0396, 96.9411
024, 6.9304, 2.9614, 97.0356
025, 6.7959, 2.9726, 97.0427
026, 6.4588, 2.7165, 97.2683
027, 6.3613, 2.7124, 97.2866
028, 6.4888, 2.7276, 97.2652
029, 6.1317, 2.5661, 97.4390
030, 6.5414, 2.7297, 97.2713
031, 5.6358, 2.3984, 97.6047
032, 4.9990, 2.0620, 97.9339
033, 4.9284, 2.0569, 97.9482
034, 4.9020, 2.0549, 97.9461
035, 4.6492, 1.9482, 98.0488
036, 4.5756, 1.8222, 98.1636
037, 4.4101, 1.7896, 98.1961
038, 4.4992, 1.8628, 98.1362
039, 4.7191, 2.0152, 97.9868
040, 4.1740, 1.7571, 98.2429
041, 4.1761, 1.7551, 98.2541
042, 4.5732, 1.8943, 98.1057
043, 4.4021, 1.8222, 98.1748
044, 3.9616, 1.6067, 98.3974
045, 4.3786, 1.8120, 98.1728
046, 4.1288, 1.6911, 98.2998
047, 4.0059, 1.6301, 98.3730
048, 3.9231, 1.5722, 98.4268
049, 3.8774, 1.5559, 98.4411
050, 4.2301, 1.7571, 98.2388
051, 3.9624, 1.6118, 98.3831
052, 3.7588, 1.4949, 98.5000
053, 3.9428, 1.5671, 98.4278
054, 4.0943, 1.6809, 98.3140
055, 3.9096, 1.5843, 98.4116
056, 4.5965, 1.8496, 98.1545
057, 3.9630, 1.5935, 98.4116
058, 3.4695, 1.4167, 98.5843
059, 3.8371, 1.5681, 98.4228
060, 3.6581, 1.4980, 98.5061
061, 3.6550, 1.4959, 98.5152
062, 3.7330, 1.4909, 98.5071
063, 4.1193, 1.6870, 98.3130
064, 3.8631, 1.5935, 98.4024
065, 4.1053, 1.6728, 98.3374
test_total_loss, test_argmax_MAE, test_accuracy:
2.2668, 1.1111, 98.8889
******************************************************************
train and test on ID: 77
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.6529, 9.5669, 89.7921
002, 16.4767, 7.0994, 92.8986
003, 14.1661, 6.2363, 93.7647
004, 12.2600, 5.1846, 94.8002
005, 12.3900, 5.2718, 94.7241
006, 11.2136, 4.8986, 95.0852
007, 10.1953, 4.4057, 95.5862
008, 10.8987, 4.7262, 95.2738
009, 9.8155, 4.3448, 95.6653
010, 9.1269, 3.8945, 96.1024
011, 9.1823, 3.8874, 96.1034
012, 9.3753, 4.0112, 95.9878
013, 8.6844, 3.7840, 96.2181
014, 8.5693, 3.7333, 96.2728
015, 8.3071, 3.5669, 96.4402
016, 7.8856, 3.3651, 96.6318
017, 8.0183, 3.4077, 96.5933
018, 7.2364, 3.0456, 96.9483
019, 7.4191, 3.1724, 96.8256
020, 7.9284, 3.4047, 96.5984
021, 7.2025, 3.1227, 96.8651
022, 6.6999, 2.8266, 97.1684
023, 8.1141, 3.3641, 96.6288
024, 7.1787, 3.0548, 96.9452
025, 6.6731, 2.8702, 97.1176
026, 6.5476, 2.8103, 97.1927
027, 6.6500, 2.8621, 97.1410
028, 6.6957, 2.8357, 97.1673
029, 6.0346, 2.5568, 97.4331
030, 6.3801, 2.6633, 97.3418
031, 5.9720, 2.6146, 97.3834
032, 5.1743, 2.1237, 97.8702
033, 5.1774, 2.1389, 97.8580
034, 5.1897, 2.1318, 97.8600
035, 4.7457, 1.9746, 98.0213
036, 4.6092, 1.8600, 98.1258
037, 4.4520, 1.8185, 98.1714
038, 4.6063, 1.9645, 98.0355
039, 4.7269, 2.0071, 97.9878
040, 4.5239, 1.8864, 98.1105
041, 4.4791, 1.8793, 98.1227
042, 4.1111, 1.6734, 98.3296
043, 4.3468, 1.7627, 98.2373
044, 4.4504, 1.8296, 98.1643
045, 4.1839, 1.7241, 98.2728
046, 4.2863, 1.7434, 98.2525
047, 3.8954, 1.5649, 98.4270
048, 4.6642, 1.9047, 98.0984
049, 4.3685, 1.7718, 98.2343
050, 3.8471, 1.5730, 98.4280
051, 3.8833, 1.6136, 98.3844
052, 3.8361, 1.5649, 98.4320
053, 4.2062, 1.7809, 98.2150
054, 3.9109, 1.5923, 98.4097
055, 3.9545, 1.6349, 98.3550
056, 3.7890, 1.5811, 98.4209
057, 3.9878, 1.5852, 98.4118
058, 3.9639, 1.6187, 98.3864
059, 4.0090, 1.5852, 98.4087
060, 3.8395, 1.5710, 98.4229
061, 3.9215, 1.5842, 98.4138
062, 3.8582, 1.5598, 98.4391
063, 4.1657, 1.7465, 98.2698
064, 3.8542, 1.5507, 98.4554
065, 3.8973, 1.6014, 98.3895
test_total_loss, test_argmax_MAE, test_accuracy:
6.5909, 2.4375, 97.5625
******************************************************************
train and test on ID: 78
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.4813, 9.2231, 89.8387
002, 17.1731, 7.4168, 92.5690
003, 14.3622, 6.3955, 93.6156
004, 12.6349, 5.4949, 94.4939
005, 11.8853, 5.1755, 94.8256
006, 11.9596, 5.1095, 94.8824
007, 10.1827, 4.3276, 95.6623
008, 10.1584, 4.3185, 95.6897
009, 10.1297, 4.3398, 95.6562
010, 10.2721, 4.3225, 95.6582
011, 9.6097, 4.0527, 95.9473
012, 9.4136, 4.0477, 95.9503
013, 8.4202, 3.5609, 96.4361
014, 8.7182, 3.7586, 96.2414
015, 8.2500, 3.5396, 96.4574
016, 7.9007, 3.4574, 96.5416
017, 7.7889, 3.2454, 96.7535
018, 7.7728, 3.3550, 96.6369
019, 7.7463, 3.2546, 96.7424
020, 7.4325, 3.2475, 96.7444
021, 7.1766, 2.9746, 97.0233
022, 7.5441, 3.1592, 96.8357
023, 7.8671, 3.3631, 96.6359
024, 7.0982, 3.0142, 96.9848
025, 6.8572, 2.8854, 97.1055
026, 6.8943, 2.9189, 97.0923
027, 6.5085, 2.7302, 97.2617
028, 6.6068, 2.7982, 97.2049
029, 6.6673, 2.7617, 97.2323
030, 6.3632, 2.7201, 97.2617
031, 5.9614, 2.4888, 97.5030
032, 5.0695, 2.0781, 97.9229
033, 5.0490, 2.0903, 97.9067
034, 4.9400, 2.0325, 97.9746
035, 4.7018, 1.9716, 98.0365
036, 5.0456, 2.0568, 97.9351
037, 4.3647, 1.7728, 98.2231
038, 5.1271, 2.1501, 97.8590
039, 4.5816, 1.8884, 98.1105
040, 4.2522, 1.7150, 98.2840
041, 4.2568, 1.7738, 98.2343
042, 4.1534, 1.7201, 98.2819
043, 4.4015, 1.8215, 98.1775
044, 4.0795, 1.6613, 98.3367
045, 4.3102, 1.7951, 98.2079
046, 4.3771, 1.7485, 98.2525
047, 4.0500, 1.6866, 98.3164
048, 4.0321, 1.6613, 98.3235
049, 4.6338, 1.9148, 98.0751
050, 4.2748, 1.7282, 98.2586
051, 4.2338, 1.8276, 98.1805
052, 4.1483, 1.7079, 98.2870
053, 4.1588, 1.6957, 98.3073
054, 3.8604, 1.5578, 98.4442
055, 4.1483, 1.6866, 98.3174
056, 3.8530, 1.5538, 98.4452
057, 4.0809, 1.6613, 98.3458
058, 3.9661, 1.5953, 98.3935
059, 4.0750, 1.7252, 98.2728
060, 3.9905, 1.6176, 98.3783
061, 3.8311, 1.5000, 98.5020
062, 4.1277, 1.7191, 98.2809
063, 4.3285, 1.7657, 98.2343
064, 4.3597, 1.7961, 98.1998
065, 3.8041, 1.5436, 98.4513
test_total_loss, test_argmax_MAE, test_accuracy:
2.7091, 1.3125, 98.6875
******************************************************************
train and test on ID: 79
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.3941, 9.0709, 89.9787
002, 15.2264, 6.6174, 93.3775
003, 13.8379, 6.0314, 93.9676
004, 12.1420, 5.2045, 94.7834
005, 11.4469, 4.9646, 95.0385
006, 11.4703, 5.0061, 94.9858
007, 10.6994, 4.6032, 95.3917
008, 10.8468, 4.7166, 95.2702
009, 9.5768, 4.0516, 95.9372
010, 8.6655, 3.8219, 96.1751
011, 9.0990, 3.8725, 96.1447
012, 9.4609, 3.9646, 96.0476
013, 8.2475, 3.4504, 96.5506
014, 8.9028, 3.7874, 96.1943
015, 8.6403, 3.6953, 96.2976
016, 8.4547, 3.6397, 96.3603
017, 7.6647, 3.2166, 96.7905
018, 7.2102, 3.0476, 96.9464
019, 7.4030, 3.1974, 96.8016
020, 7.1675, 3.1488, 96.8583
021, 7.1422, 3.0101, 96.9868
022, 6.6087, 2.7682, 97.2287
023, 7.1433, 3.0223, 96.9808
024, 6.6119, 2.7854, 97.2105
025, 7.3567, 3.1164, 96.8826
026, 6.3061, 2.5648, 97.4271
027, 6.4346, 2.6569, 97.3451
028, 6.5595, 2.7611, 97.2298
029, 5.9688, 2.5111, 97.4868
030, 6.3154, 2.6508, 97.3431
031, 5.7370, 2.3826, 97.6164
032, 5.2775, 2.1913, 97.8047
033, 5.0300, 2.0941, 97.8998
034, 4.6797, 1.9443, 98.0486
035, 4.4684, 1.8593, 98.1407
036, 4.6806, 1.9231, 98.0729
037, 4.7264, 1.9231, 98.0830
038, 4.5350, 1.8674, 98.1255
039, 4.2821, 1.7854, 98.2045
040, 4.3602, 1.8138, 98.1974
041, 4.2307, 1.7885, 98.2115
042, 4.1344, 1.6893, 98.3097
043, 4.4801, 1.9018, 98.0870
044, 4.1155, 1.7439, 98.2611
045, 4.0828, 1.6204, 98.3715
046, 4.0408, 1.6498, 98.3522
047, 4.3430, 1.8694, 98.1336
048, 4.0388, 1.6680, 98.3300
049, 3.7102, 1.5536, 98.4423
050, 4.1903, 1.7399, 98.2621
051, 3.9380, 1.6235, 98.3816
052, 3.9825, 1.6387, 98.3674
053, 3.9967, 1.6366, 98.3674
054, 3.9812, 1.6417, 98.3532
055, 3.7388, 1.5982, 98.4059
056, 3.8044, 1.5982, 98.4109
057, 3.7835, 1.5516, 98.4494
058, 4.0473, 1.6680, 98.3289
059, 3.8567, 1.5800, 98.4261
060, 3.9264, 1.5830, 98.4130
061, 3.6824, 1.4575, 98.5435
062, 3.9713, 1.5891, 98.4059
063, 3.9025, 1.5516, 98.4484
064, 4.1926, 1.7065, 98.2763
065, 3.8677, 1.6204, 98.3755
test_total_loss, test_argmax_MAE, test_accuracy:
2.1246, 0.7857, 99.2143
******************************************************************
train and test on ID: 80
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.4772, 8.8816, 90.2500
002, 14.7786, 6.4565, 93.5405
003, 13.3475, 5.7206, 94.2449
004, 12.3691, 5.3603, 94.6457
